ACO_ID,performance_year,SavingsLossPct,ExpenditureVariancePct,PMPM,BenchmarkPMPM,FinancialGap,GenSaveLossYoYPct,quality_score,quality_change_yoy_pct,quality_gap_to_100,attention_area_count,utilization_score,ed_visits_per_beneficiary,admissions_per_beneficiary,advanced_imaging_per_beneficiary,em_visit_intensity,snf_admissions_per_beneficiary,ed_utilization_change_yoy,admission_change_yoy,em_utilization_change_yoy,advanced_imaging_change_yoy
A1052,2021,3.69048796850963,-3.69048796850963,761.021992253692,790.183623819898,-2409334,,94.79,-4.01012658227847,5.20999999999999,0,87.3947478115882,0.0956087531208694,0.0415626376854164,0.143045968571009,1.68541636069907,0.00983991775591129,0.117599771200656,0.140074742884827,0.0970024242213207,0.0967388570282812
A1059,2021,7.06409021109663,-7.06409021109663,819.478455675342,881.767292682369,-10885348,,81.91,-15.4433777227212,18.09,0,30.3793247186328,0.0201668119009088,0.0104983609278393,0.0371799659736919,0.545043362795137,0.0026972073530022,-0.312203087323339,-0.341001593999465,-0.345956946902968,-0.279025506691246
A1061,2021,3.02033067622919,-3.02033067622919,778.78230302674,803.036665784806,-9901310,,86.41,-12.4962025316456,13.59,0,13.8307628178408,0.0139317239178985,0.00667340210571094,0.0248059130064873,0.269116239498033,0.00109007763479741,-0.0868144201098448,-0.162278722383097,-0.00962079711341753,-0.0344709901971497
A1063,2021,6.91531858112713,-6.91531858112713,709.603006812309,762.319853273342,-11669612,,90.95,-6.11128316300196,9.05,0,47.511463109629,0.0435740688086437,0.0204009098663634,0.0610605629798123,0.673087858970714,0.00298549900483367,0.225321413586968,0.344055658231447,0.428820682903654,0.442233297424582
A1066,2021,4.89382081799482,-4.89382081799482,861.899892979982,906.250151560141,-14338616,,98.68,-0.0708860759493602,1.31999999999999,0,23.8932888703627,0.0265997924593566,0.00857834659287444,0.0342096160498098,0.295918367346939,0.00193704600484262,-0.0728957200000179,-0.117870939293042,0.052770718745705,0.063062832311389
A1070,2021,29.8099790795508,-29.8099790795508,1073.7243887117,1529.73937695306,-56620645,,84.47,-12.8006606792609,15.53,0,81.7924135056274,0.0850086589865221,0.0424666817257737,0.0901287553648069,1.4803102176041,0.0209321587229877,0.0571930222758945,0.165524551237613,0.302335670567943,-0.115216098899757
A1080,2021,0.0,-2.36764982519503,813.038133044629,832.754851838486,-1966861,,84.83,-12.4290285950243,15.17,0,81.062942892872,0.124911082657562,0.0348555982358799,0.129036847346707,1.13245127329634,0.00682885189927443,0.263243102350741,0.192405712489176,0.264142263315765,0.39490677762441
A1083,2021,0.950199197705618,-0.950199197705618,966.841775232105,976.116829514825,-991021,,94.59,-2.35366986683184,5.41,0,75.8899541475615,0.0867569428505853,0.0324764746385127,0.108675694285059,1.22641725958228,0.00573789304567363,-0.167582091442229,-0.222659865103985,0.0200858738272427,0.15333537772844
A1095,2021,4.6167280090232,-4.61672840219093,797.036552992969,835.61461002694,-11742389,,87.64,-9.52823371528853,12.36,0,25.2605252188412,0.0230839249954488,0.0118332423083925,0.0361915164755143,0.384999089750592,0.00152921900600765,-0.0631619879847077,-0.0959331591795911,0.0396573950307417,0.0479427116454565
A1131,2021,0.0,-0.0823771578870764,875.531286043829,876.253118458712,-135179,,97.93,0.441025641025648,2.06999999999999,0,46.1609003751563,0.035913645840339,0.0170825206806107,0.0707512273858363,0.889703409778734,0.00255565270024884,0.118699315337984,0.049566211581142,0.0952679193032206,0.110808505617064
A1161,2021,2.73856176509251,-2.73856176509251,1097.98707836753,1128.90277821684,-11735476,,94.81,-3.68752539618041,5.19,0,29.1704877032097,0.0184479647082414,0.0102265891317425,0.0438807566339148,0.514938840986565,0.00233941581445091,0.24960271438073,0.135079628085654,0.150763712958531,0.260744754405657
A1175,2021,5.96216306564428,-5.96216306564428,899.121240521757,956.127097169833,-29560729,,94.61,-2.6545940940426,5.39,0,16.3234681117132,0.0162722315795484,0.00762225584515687,0.0299751634360102,0.312683776299637,0.000913528790430786,0.403536812868311,0.261994413167677,0.333070641795208,0.480361985783208
A1196,2021,5.79601630661027,-5.79601630661027,869.073132307372,922.543928859724,-8213756,,91.99,-5.65128205128206,8.01000000000001,0,52.7636515214673,0.0455404849979449,0.0215371968762844,0.0794903411426223,0.88072338676531,0.00271270036991369,0.11040713992132,0.0173345284624239,0.116472576151984,0.168261603865336
A1199,2021,4.88470652720647,-4.88470716096549,852.365830664031,896.139627206434,-7707515,,88.16,-9.00082576383154,11.84,0,50.0291788245102,0.0346062907501612,0.0182704019488429,0.0682811492441069,0.807551766138855,0.00429891810561009,0.191967380697454,0.0897626333145182,0.17029205575856,0.28777545354599
A1204,2021,3.41534798186673,-3.41534798186673,811.945161787226,840.656506827593,-12674451,,86.01,-12.9012658227848,13.99,0,18.1575656523551,0.0175355185143752,0.00805459223626804,0.0286105828392438,0.25053137934892,0.00148226871014655,0.0627333106891611,0.0360289671174558,0.140489772566358,0.164267158083253
A1215,2021,5.38714388543932,-5.38714388543932,826.047082790734,873.081224596504,-38140550,,94.15,-5.4054054054054,5.84999999999999,0,8.79533138807837,0.0112079906380313,0.00519193683967629,0.0165977155477905,0.160059995714592,0.00117024608132386,0.206036903432494,0.161756039331009,0.223276891021178,0.242089951115718
A1216,2021,8.23593257095427,-8.23593257095427,756.271725678003,824.147999174917,-15136952,,100.0,2.5010250102501,0.0,0,41.6923718215923,0.0351531932823692,0.0148076807319569,0.056281225546259,0.681273701318245,0.00294949738156865,0.166583828499196,0.0306589465269178,0.178515355608141,0.266259437713894
A1225,2021,11.7753046134101,-11.7753046134101,756.850220994475,857.866629834254,-16455573,,100.0,1.90563538163661,0.0,0,54.9478949562318,0.0434452953218591,0.0197892182879672,0.0737735992114641,0.922283721282887,0.00417014178482068,0.0401585255630294,0.0214396891983094,0.0725607398625199,0.117719430017439
A1241,2021,0.0,-1.02539419077355,769.931808352363,777.908436267386,-1844324,,91.28,-5.78034682080924,8.72,0,44.8353480616924,0.040136427309824,0.0179669894634265,0.0646202570193069,0.63469151592667,0.00286253730434253,0.204592961691104,0.153959843271007,0.319227198368402,0.337382505099898
A1242,2021,5.91215761206958,-5.91215790267857,844.156258147951,897.200147575691,-20344029,,92.19,-5.60106491910711,7.81,0,20.408503543143,0.0186076355470003,0.00872633942893808,0.0323387872954764,0.358710298363811,0.00128328521013795,0.154793475179956,0.0604659106018631,0.0921920402025126,0.249794414450692
A1247,2021,4.35675827794654,-4.35675854698033,869.064365826708,908.652145853501,-16194094,,86.72,-10.4779601527821,13.28,0,23.5931638182576,0.0188876233864844,0.00952290559352063,0.0327132371551506,0.384522905593521,0.00186661604657049,0.31132422326246,0.283108018883497,0.229182420177937,0.376742643681393
A1251,2021,4.38537695203695,-4.38537695203695,772.289382592778,807.710534198702,-4256914,,96.42,-1.58211697458405,3.58,0,62.7261358899542,0.0454824830977259,0.0217168612989142,0.103257529194837,1.04876049989756,0.00481458717475927,0.0568609471548135,-0.0158625976985282,0.0288310712581138,0.0920001635546926
A1252,2021,12.8126474586064,-12.8126474586064,669.43816855435,767.815685464842,-10006174,,100.0,0.31096398836393,0.0,0,45.3105460608587,0.0347229551451187,0.0121372031662269,0.083377308707124,0.992823218997361,0.00232189973614776,-0.154276529281533,-0.300170516755515,0.0110740843712166,-0.0371851926408949
A1262,2021,5.50195856689646,-5.50195856689646,673.805147891711,713.036098603914,-22165801,,87.23,-12.77,12.77,0,9.80408503543143,0.0119090276753156,0.00529055919735261,0.0210990030141433,0.200514301372173,0.000990662479185549,0.0639936604640638,-0.00756697510697051,0.0961355353311726,0.126332718727803
A1290,2021,2.23554742659427,-2.23554742659427,837.673453734906,856.82825575681,-10913640,,100.0,3.2204789430223,0.0,0,9.06210921217174,0.0148718269611831,0.00442191769392821,0.0209415347391694,0.183759881525979,0.000771749786204451,0.027822917200833,-0.0871623821403859,0.0588494144239651,0.14815712403668
A1297,2021,0.0,-1.44903057427232,853.706098125619,866.258447887729,-6289631,,88.37,-8.7746464333643,11.63,0,8.00333472280117,0.0115916510766296,0.00519056527640219,0.0209640145262463,0.173709695168923,0.000751990022376288,-0.230491284013122,-0.200231573131182,-0.0990657022141929,-0.160715828803509
A1392,2021,19.5332389874143,-19.5332389874143,729.920914499009,907.108606477701,-18228361,,99.4,2.61174770310726,0.599999999999994,0,68.5869112130054,0.0423511293634497,0.0263090349075975,0.101642710472279,1.71496406570842,0.00513347022587269,0.265073979208551,0.187091348751756,0.249671647710861,0.285225600116298
A1401,2021,10.3277278812729,-10.327726933604,677.958716648038,756.040516722552,-10898033,,99.8,1.6396781749669,0.200000000000003,0,51.9966652771988,0.0448395490026019,0.020294882914137,0.0712922810060711,0.955247181266262,0.0028620988725065,0.0910644235340226,0.0130891981730809,0.0709928634382005,0.0522849243421488
A1403,2021,4.99763437649553,-4.99763437649553,791.226278046115,832.849027340807,-11271607,,99.98,0.60374320788892,0.019999999999996,0,29.5122967903293,0.0229665071770335,0.0106927397545247,0.041897233201581,0.38710214270855,0.00266278344081548,0.0162454264002251,-0.0462329721724988,0.0394733525111672,0.0493838642176237
A1459,2021,7.4562250871041,-7.4562250871041,745.20424214814,805.245131668275,-13442915,,99.57,2.44881160613231,0.430000000000007,0,27.8365985827428,0.0266423357664234,0.0105839416058394,0.0418795620437956,0.362910583941606,0.0020985401459854,-0.133984841933925,-0.203729102896162,-0.0549636182578532,-0.054008633640268
A1484,2021,0.0,1.18134476104395,1001.48864051142,989.795740387323,4484882,,85.58,-11.654795086198,14.42,0,25.1438099208003,0.0192238999837636,0.00954700438382854,0.0350381555447313,0.402532878714077,0.0021107322617308,0.204810814080463,0.105619206957651,0.129898867334508,0.212039573242691
A1488,2021,2.25571500274949,-2.25571500274949,784.412268001434,802.514712776813,-2625651,,87.98,-9.76410256410256,12.02,0,69.2455189662359,0.0590750097162845,0.0245821997668092,0.107073455110766,1.21667314418966,0.00544111931597357,0.314990133408344,0.13406507092146,0.40955892780796,0.379740780302584
A1490,2021,3.9043767103941,-3.90437691760816,874.697250388544,910.236306640713,-18842239,,90.16,-6.9268091256323,9.84,0,15.3563984993747,0.0147376599412436,0.00694393862140967,0.0273144438779226,0.248160827445553,0.00128681380047102,0.142349634252675,0.0727171194794474,0.135132174987,0.228927453578797
A1494,2021,1.13222975142088,-1.13222975142088,705.152170601676,713.227545062198,-636178,,100.0,3.23113451016826,0.0,0,82.0591913297207,0.0839619547392588,0.030009839291571,0.133650377172844,1.47097408986553,0.0106592325352575,0.150752051906542,0.0649437564819657,0.113320832368827,0.21694136773886
A1501,2021,4.28894973346842,-4.28894973346842,871.609788106979,910.667875527184,-24523167,,91.38,-6.27692307692308,8.62,0,8.74531054606086,0.0104381266309573,0.00527792493181863,0.0169717660446956,0.203641571997567,0.000981026938999745,0.052299925982557,-0.0542753825937867,0.10781184550392,0.147282613682897
A1515,2021,0.0,-1.82881517133027,770.129590086144,784.476210030661,-1572160,,98.35,-1.0364258402093,1.65000000000001,0,67.5864943726553,0.0532845906724272,0.0224880912817104,0.114988368228647,1.5242051622909,0.00376647834274953,0.216487205051512,0.110060808565295,0.0884455381639461,0.151396687131588
A1522,2021,5.50136960969905,-5.50136960969905,939.631012001444,994.332942308849,-14548963,,91.36,-6.8990115153368,8.64,0,38.6744476865361,0.033172272811745,0.0132874930310351,0.0468779037353652,0.597658427801524,0.00320572384315183,0.0876187198217704,-0.0183200148671251,0.133245050371544,0.17004713782729
A1535,2021,8.94723624867086,-8.94723624867086,824.652288272138,905.686169531675,-30377009,,100.0,1.90563538163661,0.0,0,13.0387661525636,0.0165681319729189,0.00641270143987794,0.0251740249833127,0.259940879183751,0.000762849241918566,-0.208605696174293,-0.241187953483534,-0.156333181836758,-0.113403194527954
A1539,2021,0.0,-0.7844337311882,792.412407204576,798.677502941057,-1235527,,83.97,-13.3168163518117,16.03,0,38.9495623176323,0.0323982844557784,0.0169815694911325,0.0707661991422279,0.611742204706155,0.00162281210154167,0.0219451185148979,-0.0475252115451489,0.0198185628059397,0.0718633333671642
A1540,2021,9.91654721258853,-9.91654562438505,1233.48008002784,1369.26374391093,-6243876,,77.23,-20.274594817797,22.77,0,82.2509378907878,0.0807620383356709,0.0363487611033193,0.13768115942029,1.59431977559607,0.00666199158485273,-0.60118539832179,-0.644672314928777,-0.523370777025733,-0.432083742843325
A1552,2021,4.99712069137828,-4.99712069137828,807.628233204695,850.109216775497,-38175281,,93.05,-3.94342933828844,6.95,0,6.44435181325552,0.00889582069722439,0.00415908500129971,0.0156832163590677,0.141755480460965,0.000924241111399936,0.142678086711909,0.116349098538823,0.188495596202452,0.234983200296005
A1557,2021,11.6608663252208,-11.6608663252208,1000.37025598219,1132.42026989427,-9491755,,76.73,-20.7907504903479,23.27,0,90.4376823676532,0.108595120395471,0.049433902088981,0.17429437091373,2.17668633391804,0.00669749641205549,-0.044809440280657,-0.116092317871653,-0.0334802712995527,0.0696959854234036
A1596,2021,4.42478607818509,-4.42478607818509,760.145246604718,795.337217059805,-2954014,,82.28,-15.0614225250336,17.72,0,81.1754897874114,0.132469964112966,0.0430644406303635,0.118271181151506,1.38992042440318,0.00452488687782805,0.0470366090058735,0.0176883858425441,0.144361272210483,0.133297139938058
A1617,2021,5.89300133569634,-5.89300133569634,751.553524733057,798.615974794799,-5183270,,98.09,-1.91,1.91,0,70.5293872446853,0.0659162246996428,0.0264097846087239,0.0992531659270484,1.13204892304362,0.00638597250784717,0.0861384385876514,0.00160745098705728,0.0820605098619391,0.120474239702891
A1622,2021,7.70770211782101,-7.70770285414706,793.281277689172,859.531404268246,-10467785,,85.82,-11.4070403633736,14.18,0,63.3430596081701,0.082047915982934,0.030631221966962,0.0813915326550706,1.12449403785144,0.00240673886883273,0.388592428981096,0.371841155234657,0.607100075587745,0.745410929103118
A1628,2021,1.59509568830031,-1.59509449534595,869.030847029077,883.117404129793,-1337096,,88.98,-9.32436563741974,11.02,0,89.337223843268,0.0969604863221885,0.0503039513677812,0.162310030395137,1.71914893617021,0.0088145896656535,0.343182919104222,0.259190681389712,0.312973649233019,0.428111613376565
A1638,2021,7.38056000453699,-7.38056000453699,869.792553750131,939.103663110831,-55435857,,91.9,-6.04232696043349,8.09999999999999,0,5.89412255106294,0.0072760149825634,0.00353037413355147,0.0188430131599719,0.194170577345331,0.000660151260745397,0.0849075494470535,0.00556823237324387,0.0278503018539947,0.0987801138453939
A1652,2021,0.0,-1.91388625341899,824.063608615526,840.142989806496,-2233619,,97.34,-0.164102564102561,2.66,0,56.0316798666111,0.0569625957638576,0.021180712032447,0.0779630464173051,0.672915727805318,0.00405588102748986,0.05335304882175,0.00486853478527476,0.146214312106292,0.0992694583760337
A1675,2021,14.092014364536,-14.092014364536,861.274798590131,1002.55499208747,-15712618,,79.54,-17.8899556106122,20.46,0,74.5727386411005,0.103865307090349,0.0404315864358549,0.0672278871235475,1.20974626511738,0.00628408821437041,0.210847378758932,0.204887276808691,0.371825325475088,0.287330698059997
A1694,2021,5.46691317714575,-5.46691317714575,767.20775999861,811.575910386045,-20429936,,98.98,2.17817693816455,1.02,0,11.6465193830763,0.0158218804395833,0.00496219895560001,0.0245511937855603,0.237613987685433,0.000909303473539269,0.0919374032872115,-0.0334543232269868,0.097727418187507,0.0865956262278181
A1702,2021,9.11029362234469,-9.11029362234469,881.830588712054,970.220527556735,-9597026,,97.65,-1.74079291607968,2.34999999999999,0,79.3413922467695,0.069944362438969,0.0339502668332009,0.130805041444306,1.61962075621665,0.00601794027478142,0.130101055978199,0.0740629870867181,0.0759418944381946,0.208911149119589
A1722,2021,4.05246931281788,-4.05246931281788,950.017802574312,990.143045652375,-5199750,,95.38,-3.71492025035333,4.62,0,76.3234681117132,0.060248853962017,0.0335079676926435,0.128465400567562,1.46627373935822,0.00556647020301244,0.14145153322074,0.10997712611306,0.222441913944986,0.237553845431845
A1736,2021,0.0,-2.43707675453107,770.930699848886,790.188192607984,-2446780,,99.17,1.71282051282051,0.829999999999998,0,60.8920383493122,0.0447547097637946,0.0215166873864397,0.103566988620063,1.32992253992541,0.00306015109496031,0.0301366673457762,-0.103076039182584,0.122009550018345,0.201059447436175
A1737,2021,0.0,-3.52005806985311,925.963843378194,959.747513165594,-1385671,,61.73,-36.2754206668731,38.27,0,96.1817423926636,0.175752159666369,0.0685135537682455,0.239201668156092,3.03961870717903,0.00834078045874292,-0.203287955252456,-0.268189603812928,0.148636455626083,0.054956518396802
A1749,2021,0.0,-1.74247873311162,1012.84497847413,1030.80656362481,-5089954,,85.13,-12.1193351914938,14.87,0,35.3897457273864,0.0283726115874053,0.0111106839414094,0.0409057706355004,0.466302718080812,0.00384452731536658,0.0136448148813567,-0.10144246138225,-0.00929026653365953,0.0841636066861292
A1761,2021,7.2927464498525,-7.29274762575333,854.571475026015,921.795709764135,-6201839,,97.44,-1.95210303884081,2.56,0,89.0954564401834,0.0961390555299185,0.0383017997231195,0.18120289186279,2.12613444085525,0.00784494693124135,0.405165511243371,0.192162899883979,0.234291443124306,0.401496813522265
A1769,2021,0.0,-3.86135296062839,1013.23233052547,1053.92821901324,-2029097,,100.0,0.0,0.0,0,95.022926219258,0.152834250179383,0.0784501315474767,0.174838555369529,3.44295623056685,0.0078928486008132,-0.0215311101766779,-0.0869459479558386,-0.105515967110282,0.0160198567278215
A2000,2021,7.36234020205196,-7.36234020205196,814.884508284013,879.647121981878,-14838151,,90.35,-6.74029727497936,9.65000000000001,0,40.808670279283,0.0338420703384207,0.0129949126299491,0.0547998230479982,0.583996903339969,0.00359433753594338,0.196567868465679,0.0603071232633277,0.146319818594636,0.262114621779771
A2019,2021,2.62097840944032,-2.62097840944032,765.777102652044,786.388166716066,-5841258,,100.0,2.23903486351089,0.0,0,23.6932055022926,0.0191977077363897,0.00937372083503889,0.0410151453131396,0.364469914040115,0.0015963978714695,0.0188590193490228,-0.0698354413398597,0.0592771301852557,0.0679765014999089
A2021,2021,2.89121783101795,-2.89121783101795,937.866788321168,965.78987746871,-5095517,,98.66,1.847837307732,1.34,0,47.3280533555648,0.0424057649667406,0.0171147450110865,0.056679600886918,0.821092017738359,0.00339523281596452,0.0985766062167358,-0.0604190347162743,0.132856678801236,0.187226846676806
A2024,2021,0.0,-0.630875085100148,835.312535965456,840.615771428822,-4829105,,90.75,-6.3177454320223,9.25,0,4.38516048353481,0.00692191804991924,0.00359668290829137,0.0130973547415139,0.140922108063356,0.000705764193325099,0.0988617309247323,0.0537725449029892,0.122097830658094,0.141063800057746
A2029,2021,2.98928888564465,-2.98928888564465,775.380068933519,799.27263703851,-14418687,,90.0,-8.42490842490843,10.0,0,11.57148812005,0.0118337479170189,0.00553046586325984,0.0282319414591736,0.266911391793658,0.00082111720240539,0.4035829781766,0.324414896492081,0.251092729359965,0.369126649934271
A2032,2021,0.0,-1.65469056752619,778.688303435917,791.789977508366,-2865965,,93.21,-3.77825952307217,6.79000000000001,0,40.7336390162568,0.0345157052430431,0.0136749074405828,0.0619252358772244,0.532664516899558,0.00322465066284486,0.154471175918226,0.0607654797207844,0.168324085977866,0.212497448771132
A2033,2021,8.15753998870218,-8.15753998870218,916.569302325581,997.979912790698,-8401575,,94.34,-2.61174770310726,5.66,0,85.7440600250104,0.0833219131149788,0.0417979991777443,0.148965328217076,1.8350006852131,0.00726325887350966,0.281875586384289,0.270186547450886,0.260866562226963,0.340064668061558
A2035,2021,0.0,-2.83277644231543,727.010693748053,748.20568822413,-2992818,,100.0,1.58472165786266,0.0,0,56.9153814089204,0.0467612111920276,0.0206017631276351,0.0757953238788808,0.877060176312764,0.00469528555001916,0.316361655733466,0.127539287083174,0.218461286265914,0.243910147953682
A2057,2021,9.42692567138655,-9.42692567138655,660.880834149133,729.665895795204,-58178130,,96.73,-0.144523588314236,3.27,0,3.35139641517299,0.00688741721854305,0.0028827425009739,0.0127463965718738,0.157569146864044,0.000529801324503311,0.172574463320216,0.0637923544300698,0.200383287766795,0.246053078467933
A2067,2021,8.36916182366716,-8.36916277136249,731.156049606776,797.936668179068,-8831069,,93.94,-3.49291144442162,6.06,0,59.4080867027928,0.0528780264961169,0.0240977615349475,0.100845134764733,1.21927820922796,0.00216994061215167,0.261289722916036,0.164725140855794,0.271186931475127,0.396122343099692
A2070,2021,3.71053619216229,-3.71053619216229,862.35371831035,895.584713226076,-7634090,,94.84,-4.17298171162978,5.16,0,33.4305960817007,0.0321652596330708,0.0118851105975569,0.0451822855256332,0.499080318822808,0.00235815686459463,-0.0754178221989381,-0.16349795117783,-0.0459916501703607,-0.0204193951271559
A2083,2021,5.29380323984658,-5.29380323984658,912.067331555358,963.049264733119,-5505437,,81.62,-15.7427480128007,18.38,0,93.1137974155898,0.101843722563652,0.0507462686567164,0.216856892010536,2.20614574187884,0.0101843722563652,0.844047604326574,0.783850279850746,0.568671423132719,0.780561287593804
A2097,2021,9.14521022521168,-9.14521022521168,726.913834906014,800.083118025912,-15632471,,95.0,-5.0,5.0,0,39.2580241767403,0.0428941205472698,0.0148527055343276,0.0532478737828177,0.50825835079502,0.00246517934179712,0.118136050107748,0.0749494688340203,0.189097460913869,0.182076240435519
A2098,2021,3.83281318366712,-3.83281318366712,783.441377524599,814.666003509983,-21706111,,89.91,-7.18488696190772,10.09,0,3.10962901208837,0.00666359435525054,0.00305155255520819,0.0117453635084136,0.13626116307746,0.000548033928282287,-0.197459415801115,-0.306759060693292,-0.208502037794321,-0.174261033929129
A2100,2021,10.5857230761402,-10.5857230761402,898.932213825917,1005.35646515533,-15210154,,86.16,-11.056054506039,13.84,0,68.9203834931221,0.0908741963343249,0.0291718645043662,0.0783034257748776,1.27943575472603,0.00383840322425871,0.194604501481026,0.117160470247592,0.182529864875606,0.297070655047
A2107,2021,7.89719911292598,-7.89719911292598,935.701220624251,1015.93134151425,-12317570,,100.0,0.31096398836393,0.0,0,84.1100458524385,0.0628971599014395,0.0355336532226689,0.161198288159772,2.00804046167812,0.00868888600700298,1.03208652469449,0.942810082610368,0.846138952767311,1.0562022918406
A2120,2021,0.0,-1.65059700297366,844.318570381101,858.488760126616,-3169418,,94.15,-3.43589743589743,5.84999999999999,0,46.9695706544394,0.0403511255840295,0.0192552739629053,0.0618717258955118,0.80121761291236,0.00283165793572136,0.245206340663452,0.200331275567196,0.342251940236696,0.423737159217833
A2129,2021,0.0,2.56384751220606,1112.79498551774,1084.97780895486,1843945,,78.26,-19.9877313158164,21.74,0,97.2655273030429,0.165631884638494,0.0773082315241338,0.174043661125576,3.31484077708792,0.0244342078910475,0.183635874182458,0.157318891434458,0.211217122148015,0.251845291741772
A2141,2021,2.91330175150212,-2.91330099216042,691.953522102438,712.717116941594,-3836614,,95.01,-3.78734177215189,4.98999999999999,0,32.3134639433097,0.0307527744350849,0.0134376253509828,0.0522797165396443,0.644404332129964,0.00120336943441637,0.0786588172014519,-0.0285795532655756,0.073170874555179,0.0982306620428969
A2142,2021,0.0,-1.26338692934052,1021.79746690261,1034.87190326386,-797959,,94.22,-2.73562506451947,5.78,0,97.1404751979992,0.168372093023256,0.0718604651162791,0.186511627906977,3.14860465116279,0.0151162790697674,0.1976789721906,0.0472272939294995,0.216854350745741,0.266486167603316
A2147,2021,7.87677293560052,-7.87677293560052,845.980051935788,918.313522977652,-11030565,,85.35,-11.8922266955714,14.65,0,55.3563984993747,0.0752509748610305,0.0264664398904837,0.0701070272961088,0.849415083381731,0.00207417240521032,0.014092670767736,-0.0472081639425868,0.131840922681664,0.0785957661972775
A2148,2021,2.52857268858309,-2.52857268858309,789.315806570822,809.79198555182,-6870659,,94.29,-4.51645569620253,5.70999999999999,0,25.5689870779491,0.0228343313373253,0.00966067864271457,0.0358483033932136,0.522874251497006,0.00147704590818363,0.0821924963632058,0.0271174760744671,0.179937843625154,0.201906785948487
A2164,2021,5.3074332614566,-5.3074332614566,708.530993110793,748.243518487703,-14318907,,90.2,-8.13728485589163,9.8,0,18.065860775323,0.0169587940413126,0.00860383261634728,0.0347353077114516,0.349699576918975,0.000817719628826395,0.124858464810862,0.0816709565832083,0.174932705768135,0.168747806053737
A2171,2021,6.49600854624214,-6.49600854624214,699.087383211947,747.655123960862,-13203626,,96.85,-0.0206462269020442,3.15000000000001,0,25.4105877448937,0.0224642614023145,0.00862264579078738,0.0387565237122759,0.512275924665305,0.00149761742682097,0.14882131392649,0.0281370546857272,0.0948689691785369,0.181734918844698
